0.0122534,1.09723,0.991429
0.0144926,1.08416,0.992857
0.0152886,1.08,0.993267
0.0167579,1.07286,0.99397
0.0174633,1.06965,0.994286
0.0187087,1.06429,0.993805
0.0214269,1.05253,0.992857
0.0220631,1.05,0.992857
0.0237437,1.04429,0.992857
0.0244097,1.04213,0.992857
0.0265078,1.03571,0.992153
0.0288551,1.02911,0.991429
0.0290554,1.02857,0.991561
0.0310945,1.0224,0.992857
0.0324292,1.01857,0.992318
0.0347605,1.01179,0.991429
0.0348902,1.01143,0.991347
0.0382536,1.00571,0.989321
0.0395784,1.00198,0.988571
0.0459111,0.985714,0.988571
0.0476783,0.982774,0.988571
0.0503236,0.978571,0.982221
0.051283,0.978025,0.98
0.0583599,0.974286,0.971212
0.0594093,0.97,0.97
0.0701541,0.962857,0.962857
0.072719,0.955714,0.957185
0.0754178,0.951429,0.951429
0.0811844,0.947143,0.946661
0.095791,0.935714,0.935955
0.117283,0.922857,0.922857
0.128452,0.911429,0.911429
0.146023,0.9,0.9
0.166041,0.89,0.89
0.188754,0.878571,0.878571
0.235258,0.861429,0.861429
0.26751,0.851429,0.851429
0.298571,0.841429,0.841429
0.346159,0.835714,0.832448
0.379126,0.824286,0.826924
0.455987,0.815714,0.815714
0.4902,0.804286,0.804286
1.14427,0.757143,0.757143
1.3263,0.75,0.75
1.56617,0.742857,0.742857
1.84943,0.735714,0.735714
2.22556,0.73,0.730648
2.62878,0.724286,0.726092
3.28429,0.72,0.72
3.80878,0.715714,0.715714
4.58582,0.712857,0.712857
5.4181,0.708571,0.708571
6.52346,0.705714,0.705714
7.7074,0.701429,0.701429
9.28229,0.7,0.7
