1.15694,0.657987,0.937987
1.16018,0.655062,0.935062
1.16235,0.653112,0.933112
1.23076,0.661496,0.871496
1.2418,0.651552,0.861552
1.30458,0.665005,0.805005
1.37299,0.673389,0.743389
1.37754,0.669295,0.739295
1.44379,0.679628,0.679628
1.44768,0.676119,0.676119
1.47323,0.678487,0.65311
1.4754,0.678687,0.65116
1.54835,0.68545,0.65545
1.58862,0.689182,0.657476
1.59035,0.687622,0.657563
1.59447,0.683917,0.65777
1.62196,0.686935,0.659154
1.66374,0.691521,0.660567
1.69687,0.694949,0.661688
1.73345,0.698735,0.664584
1.73757,0.69503,0.664909
1.76831,0.695581,0.667342
1.77242,0.695655,0.663638
1.81377,0.696395,0.666788
1.84408,0.698438,0.669097
1.84798,0.698701,0.665587
1.88608,0.701269,0.66883
1.91899,0.701944,0.671631
1.96207,0.702828,0.672743
1.99454,0.704104,0.67358
2.03654,0.705753,0.674442
2.03806,0.704388,0.674473
2.14652,0.706756,0.676699
2.18982,0.707702,0.677194
2.26624,0.708871,0.678067
2.30002,0.709388,0.678453
2.34266,0.71004,0.679553
2.37557,0.710544,0.680402
2.41909,0.71121,0.680732
2.49551,0.712379,0.681312
2.57215,0.713354,0.681893
2.68386,0.713988,0.68274
2.88108,0.715107,0.684404
2.91485,0.715149,0.684689
3.30194,0.715633,0.686051
3.50198,0.715883,0.687059
3.61109,0.715745,0.687609
3.99818,0.715258,0.688971
4.54114,0.714574,0.689943
5.05856,0.713923,0.690427
5.16226,0.713824,0.690524
5.68098,0.713334,0.691638
5.70501,0.713273,0.69169
5.91479,0.712747,0.692216
6.17003,0.712506,0.692857
6.5372,0.712158,0.693162
6.86887,0.711602,0.693437
7.47159,0.710592,0.694001
7.48999,0.710577,0.694018
8.11089,0.710054,0.694794
8.17172,0.710003,0.694851
8.3276,0.709612,0.694997
8.732,0.709356,0.695375
8.9498,0.709218,0.695617
9.43063,0.708813,0.69615
9.64993,0.708628,0.696356
9.96125,0.708236,0.696647
10.0517,0.708185,0.696731
10.6612,0.707842,0.697067
10.7508,0.707729,0.697117
10.9725,0.70745,0.697301
11.4496,0.707105,0.697697
11.517,0.707056,0.697731
12.0614,0.706663,0.698
12.2264,0.70657,0.698082
12.7614,0.706268,0.698526
12.9252,0.706208,0.698663
13.3056,0.70607,0.698755
13.7022,0.705925,0.698852
13.8499,0.705871,0.698926
14.479,0.705516,0.699237
14.5498,0.705476,0.699276
15.1781,0.705157,0.699623
15.3274,0.705081,0.699659
15.8717,0.704883,0.699792
15.9551,0.704856,0.699813
16.4937,0.704684,0.70011
16.6541,0.704633,0.700198
17.1157,0.704485,0.700311
17.4311,0.704384,0.700388
17.7377,0.704286,0.700463
18.2081,0.704152,0.700578
18.4374,0.704086,0.700634
18.9851,0.703911,0.700768
19.0593,0.703887,0.700788
19.6844,0.703709,0.700958
19.759,0.703688,0.700977
20.2254,0.703685,0.701091
20.4613,0.703683,0.701148
21.158,0.703679,0.701144
21.2386,0.703653,0.701143
21.78,0.70348,0.701276
22.0155,0.703433,0.701333
22.7906,0.703278,0.701523
22.7925,0.703278,0.701523
23.4901,0.703274,0.701519
23.5697,0.703244,0.701518
24.0343,0.703075,0.701632
24.3467,0.703073,0.701708
24.6561,0.703071,0.701706
25.1239,0.702921,0.701703
25.2781,0.702872,0.701702
25.7444,0.702869,0.701699
25.9011,0.702868,0.701698
26.3662,0.702865,0.701825
26.6004,0.702863,0.701888
26.8325,0.702862,0.701887
27.3765,0.702858,0.701883
27.3776,0.702858,0.701883
27.9983,0.702854,0.702035
28.1546,0.702853,0.702073
28.5424,0.702851,0.702071
28.9318,0.702848,0.702068
29.1641,0.702847,0.702067
29.709,0.702719,0.702063
30.0193,0.702646,0.702061
30.4862,0.702811,0.702058
30.5631,0.702838,0.702058
31.0296,0.70264,0.702055
